acceleration,224052380,46.272694,-3.3546717
acceleration,224052380,46.2727,-3.354625


acceleration,224052380,46.27332,-3.3568633
acceleration,224052380,46.27332,-3.3568633


acceleration,227143600,47.065228,-2.922005
acceleration,227143600,47.065186,-2.9221117


acceleration,228131600,46.27222,-2.5808933
acceleration,228131600,46.27252,-2.5813317


acceleration,228209700,46.39953,-2.3986416
acceleration,228209700,46.399555,-2.3984816


acceleration,227005270,47.28936,-2.1649482
acceleration,227005270,47.28895,-2.1657217


acceleration,228209700,46.37047,-2.3588216
acceleration,228209700,46.370346,-2.3587234


acceleration,228364000,47.056255,-3.0579267
acceleration,228364000,47.05611,-3.0578833


acceleration,228364000,47.05542,-3.0574417
acceleration,228364000,47.05533,-3.057395


acceleration,228301900,46.707268,-2.65232
acceleration,228301900,46.7073,-2.6523032


acceleration,226150000,46.660645,-2.3964734
acceleration,226150000,46.660473,-2.3960333


acceleration,227730220,48.356613,-4.5099616
acceleration,227730220,48.35754,-4.5068684


acceleration,227730220,48.36828,-4.4876366
acceleration,227730220,48.36809,-4.487465


acceleration,227730220,48.367897,-4.487375
acceleration,227730220,48.36774,-4.48749


acceleration,227730220,48.36742,-4.4878683
acceleration,227730220,48.367268,-4.4877768


acceleration,228051000,48.379967,-4.4836316
acceleration,228051000,48.380146,-4.48384


acceleration,227730220,48.32909,-4.58769
acceleration,227730220,48.32932,-4.586625


acceleration,227730220,48.32932,-4.586625
acceleration,227730220,48.33034,-4.583238


acceleration,227730220,48.341187,-4.47367
acceleration,227730220,48.341232,-4.4735165


acceleration,227730220,48.341106,-4.472968
acceleration,227730220,48.341423,-4.4729867


acceleration,227730220,48.341423,-4.4729867
acceleration,227730220,48.3418,-4.4730134


acceleration,227730220,48.3418,-4.4730134
acceleration,227730220,48.34234,-4.4731965


acceleration,227730220,48.34234,-4.4731965
acceleration,227730220,48.342888,-4.473457


acceleration,227730220,48.380714,-4.4869184
acceleration,227730220,48.380527,-4.486665


acceleration,227730220,48.31226,-4.636135
acceleration,227730220,48.312397,-4.6356416


acceleration,227730220,48.33703,-4.5902286
acceleration,227730220,48.336987,-4.589558


acceleration,227730220,48.33714,-4.5890117
acceleration,227730220,48.337467,-4.5883036


acceleration,227730220,48.342293,-4.5716867
acceleration,227730220,48.34228,-4.571262


acceleration,227730220,48.34228,-4.571262
acceleration,227730220,48.342285,-4.5710216


acceleration,227730220,48.342285,-4.5710216
acceleration,227730220,48.342476,-4.569462


acceleration,227730220,48.345913,-4.558797
acceleration,227730220,48.34617,-4.5580716


acceleration,228051000,48.36034,-4.50331
acceleration,228051000,48.360313,-4.502985


acceleration,227730220,48.378,-4.484805
acceleration,227730220,48.37794,-4.4848685


acceleration,227730220,48.37797,-4.4848485
acceleration,227730220,48.378048,-4.4846168


acceleration,228051000,48.383247,-4.477475
acceleration,228051000,48.382988,-4.4777584


acceleration,228051000,48.380054,-4.4833517
acceleration,228051000,48.380188,-4.4836717


acceleration,227574020,48.295513,-4.511405
acceleration,227574020,48.295494,-4.5107284


