227391000,48.14785,-4.712625,
227391000,48.10384,-4.3188734,

227391000,48.14768,-4.7119365,
227391000,48.10384,-4.3188734,

227391000,48.14754,-4.711303,
227391000,48.10384,-4.3188734,

227391000,48.14741,-4.7106586,
227391000,48.10384,-4.3188734,

227391000,48.14728,-4.710025,
227391000,48.10384,-4.3188734,

227391000,48.147167,-4.7094483,
227391000,48.10384,-4.3188734,

226178000,48.151752,-4.7075415,
226178000,48.225628,-5.01506,

226178000,48.15188,-4.708027,
226178000,48.225628,-5.01506,

226178000,48.152035,-4.7086267,
226178000,48.225628,-5.01506,

226178000,48.152145,-4.7091217,
226178000,48.225628,-5.01506,

226178000,48.152287,-4.7097816,
226178000,48.225628,-5.01506,

226178000,48.15238,-4.7102165,
226178000,48.225628,-5.01506,

256494000,48.146664,-5.155515,
256494000,48.367897,-4.468465,

256494000,48.14698,-5.154765,
256494000,48.367897,-4.468465,

228299900,48.14723,-4.7079034,
228299900,48.138947,-4.6833634,

228299900,48.147415,-4.70845,
228299900,48.138947,-4.6833634,

228299900,48.147575,-4.708945,
228299900,48.138947,-4.6833634,

228299900,48.14786,-4.709882,
228299900,48.138947,-4.6833634,

228299900,48.147984,-4.71038,
228299900,48.138947,-4.6833634,

228299900,48.148117,-4.7108617,
228299900,48.138947,-4.6833634,

228299900,48.148407,-4.7118015,
228299900,48.138947,-4.6833634,

228299900,48.14855,-4.7122483,
228299900,48.138947,-4.6833634,

228299900,48.148712,-4.712685,
228299900,48.138947,-4.6833634,

