228160900,47.265347,-2.1968517,
228160900,47.261288,-2.202085,

227860000,47.10144,-3.0817168,
227860000,47.103725,-3.0839384,

227158520,47.197365,-1.6744016,
227158520,47.197372,-1.674445,

227158520,47.195824,-1.675715,
227158520,47.19582,-1.675755,

227158520,47.197456,-1.6744167,
227158520,47.19721,-1.6751783,

227158520,47.195843,-1.6757517,
227158520,47.195965,-1.6756867,

227158520,47.197445,-1.6744016,
227158520,47.197433,-1.6744983,

228234900,47.29615,-2.1523983,
228234900,47.29328,-2.1563816,

227158520,47.19588,-1.675745,
227158520,47.196606,-1.6757216,

229783000,47.296013,-2.1528466,
229783000,47.270428,-2.18794,

227158520,47.197525,-1.6744883,
227158520,47.197453,-1.6747884,

227584000,46.19179,-2.1956866,
227584000,46.19279,-2.19542,

227584000,46.1919,-2.1956882,
227584000,46.19279,-2.19542,

227584000,46.191925,-2.1956782,
227584000,46.19279,-2.19542,

227584000,46.19198,-2.1956866,
227584000,46.19279,-2.19542,

227584000,46.192352,-2.1956034,
227584000,46.19279,-2.19542,

227584000,46.19246,-2.1955733,
227584000,46.19279,-2.19542,

227584000,46.192493,-2.19555,
227584000,46.19279,-2.19542,

227158520,47.197536,-1.6745067,
227158520,47.197506,-1.6745517,

227158520,47.195873,-1.6759033,
227158520,47.197506,-1.6745517,

246058000,48.379665,-4.482665,
246058000,48.380833,-4.4823318,

